# Delaunay Triangulation Result
# VERTICES 6000
v 0.203867 0.815821
v 0.077461 0.789984
v 0.223889 0.240229
v 0.150237 0.378852
v 0.236425 0.465725
v 0.551986 0.523293
v 0.576872 0.567826
v 0.525321 0.694733
v 0.641755 0.456844
v 0.269787 0.315629
v 0.579203 0.407711
v 0.501760 0.687498
v 0.732273 0.587544
v 0.430087 0.294439
v 0.458960 0.949542
v 0.888858 0.401030
v 0.884473 0.468403
v 0.172762 0.219366
v 0.304798 0.205829
v 0.489727 0.358562
v 0.719321 0.379844
v 0.282002 0.716368
v 0.590794 0.358873
v 0.655137 0.350572
v 0.165091 0.655976
v 0.048803 0.562596
v 0.065809 0.496025
v 0.106695 0.749505
v 0.734579 0.191187
v 0.090548 0.445853
v 0.287498 0.573557
v 0.547141 0.488811
v 0.558437 0.619828
v 0.547257 0.300962
v 0.679882 0.537403
v 0.400601 0.327096
v 0.785780 0.286837
v 0.199629 0.813362
v 0.784714 0.476542
v 0.075290 0.638769
v 0.822988 0.434172
v 0.643614 0.391878
v 0.584593 0.297563
v 0.165949 0.448751
v 0.252088 0.260820
v 0.139481 0.344580
v 0.634776 0.606255
v 0.689707 0.681022
v 0.227159 0.250448
v 0.045357 0.461558
v 0.139922 0.501914
v 0.017809 0.622404
v 0.059124 0.584078
v 0.311163 0.322511
v 0.366216 0.294009
v 0.803535 0.618683
v 0.534311 0.634055
v 0.552574 0.659356
v 0.814450 0.630758
v 0.171185 0.970998
v 0.784928 0.238756
v 0.253087 0.821649
v 0.909555 0.250546
v 0.175534 0.810816
v 0.941052 0.366777
v 0.154063 0.696097
v 0.047527 0.461548
v 0.566226 0.237801
v 0.646331 0.182087
v 0.163606 0.587580
v 0.881904 0.544106
v 0.189155 0.899953
v 0.153782 0.885644
v 0.643074 0.210251
v 0.694244 0.301708
v 0.011425 0.665925
v 0.985950 0.380197
v 0.209312 0.840866
v 0.200193 0.818664
v 0.929529 0.241982
v 0.237296 0.235280
v 0.146502 0.399577
v 0.463578 0.240658
v 0.448056 0.491322
v 0.429419 0.401806
v 0.481485 0.319770
v 0.452024 0.650521
v 0.321386 0.270903
v 0.592185 0.407742
v 0.499773 0.688373
v 0.744483 0.611071
v 0.427586 0.294618
v 0.044136 0.541416
v 0.403754 0.894043
v 0.459414 0.901926
v 0.174050 0.219366
v 0.199948 0.345464
v 0.566459 0.316539
v 0.299929 0.634388
v 0.301480 0.706720
v 0.597092 0.381684
v 0.676625 0.352785
v 0.848174 0.353602
v 0.446651 0.960425
v 0.036973 0.505446
v 0.113061 0.749607
v 0.823784 0.267508
v 0.075879 0.423743
v 0.753829 0.469375
v 0.525707 0.465909
v 0.448982 0.397446
v 0.289920 0.551518
v 0.550888 0.677652
v 0.688615 0.618729
v 0.210428 0.725150
v 0.199304 0.823346
v 0.210441 0.534269
v 0.906838 0.417383
v 0.180599 0.580862
v 0.650065 0.391873
v 0.712526 0.417593
v 0.845721 0.550179
v 0.260036 0.258654
v 0.141872 0.341359
v 0.642810 0.618969
v 0.686450 0.681190
v 0.236603 0.235373
v 0.043283 0.461522
v 0.878776 0.513442
v 0.017361 0.622389
v 0.066521 0.576328
v 0.314211 0.344820
v 0.412199 0.288427
v 0.389551 0.206943
v 0.469698 0.381147
v 0.452202 0.348593
v 0.811770 0.629081
v 0.172174 0.967879
v 0.217278 0.771667
v 0.255877 0.821174
v 0.129177 0.772903
v 0.156897 0.849557
v 0.022065 0.658854
v 0.850039 0.330490
v 0.051269 0.460720
v 0.760508 0.441732
v 0.184378 0.648160
v 0.425550 0.840851
v 0.878831 0.544003
v 0.192478 0.901763
v 0.154113 0.863002
v 0.639320 0.211109
v 0.307698 0.716449
v 0.010315 0.665715
v 0.987060 0.377875
v 0.154794 0.795270
v 0.813181 0.203722
v 0.931369 0.239263
v 0.243079 0.233368
v 0.134513 0.407997
v 0.469171 0.241528
v 0.452005 0.492513
v 0.572451 0.626116
v 0.294305 0.489353
v 0.360660 0.558635
v 0.263335 0.323180
v 0.622622 0.412210
v 0.483613 0.684426
v 0.433442 0.192327
v 0.885503 0.514102
v 0.107407 0.381106
v 0.165379 0.598187
v 0.466454 0.894560
v 0.178257 0.219442
v 0.367884 0.195886
v 0.315640 0.581302
v 0.308208 0.638830
v 0.286566 0.707534
v 0.605254 0.384619
v 0.348303 0.687432
v 0.652960 0.182767
v 0.056328 0.562744
v 0.036324 0.497870
v 0.085703 0.740124
v 0.826844 0.278418
v 0.077258 0.423590
v 0.771491 0.455265
v 0.431400 0.521964
v 0.455176 0.420353
v 0.696330 0.476398
v 0.451129 0.333138
v 0.405827 0.285119
v 0.291883 0.799911
v 0.207307 0.812676
v 0.506408 0.205010
v 0.906820 0.417363
v 0.821172 0.426534
v 0.656578 0.391750
v 0.687070 0.410518
v 0.857839 0.557858
v 0.236750 0.260038
v 0.148980 0.342893
v 0.636181 0.651560
v 0.327543 0.322485
v 0.244299 0.237095
v 0.043259 0.461599
v 0.506169 0.863646
v 0.000147 0.665557
v 0.432693 0.956908
v 0.692448 0.667183
v 0.414639 0.288181
v 0.194668 0.386648
v 0.652408 0.536299
v 0.551968 0.674309
v 0.386123 0.189485
v 0.148183 0.950703
v 0.246366 0.786696
v 0.822877 0.263163
v 0.129416 0.773988
v 0.158706 0.847777
v 0.027970 0.664805
v 0.330941 0.853181
v 0.033503 0.483510
v 0.244906 0.588383
v 0.637156 0.229099
v 0.425764 0.839684
v 0.124406 0.463603
v 0.194784 0.901497
v 0.155591 0.863283
v 0.643559 0.221528
v 0.719622 0.311053
v 0.012816 0.665838
v 0.989997 0.370856
v 0.172830 0.788680
v 0.199451 0.857122
v 0.067017 0.761258
v 0.325090 0.202674
v 0.135518 0.418860
v 0.217463 0.426713
v 0.515294 0.557034
v 0.424783 0.384619
v 0.315805 0.491567
v 0.547037 0.346880
v 0.281659 0.284148
v 0.385577 0.626289
v 0.332677 0.535757
v 0.812328 0.575766
v 0.891409 0.514296
v 0.110147 0.391280
v 0.167150 0.604491
v 0.894482 0.469052
v 0.212471 0.183350
v 0.184794 0.371629
v 0.584434 0.320889
v 0.699966 0.380432
v 0.707798 0.294071
v 0.405680 0.632485
v 0.347634 0.689804
v 0.852663 0.368316
v 0.445419 0.949798
v 0.519863 0.957808
v 0.085562 0.730176
v 0.263187 0.827129
v 0.082147 0.416039
v 0.232053 0.551794
v 0.482859 0.574477
v 0.443064 0.470929
v 0.695545 0.475744
v 0.552011 0.689442
v 0.724754 0.624204
v 0.278942 0.792330
v 0.800910 0.198580
v 0.509211 0.205992
v 0.067244 0.591511
v 0.180606 0.588290
v 0.347708 0.673128
v 0.597226 0.343802
v 0.191074 0.503309
v 0.257429 0.223236
v 0.324103 0.185860
v 0.372220 0.364947
v 0.732139 0.667131
v 0.248862 0.249431
v 0.048331 0.472825
v 0.506041 0.862971
v 0.001557 0.665511
v 0.434890 0.957716
v 0.670094 0.695842
v 0.412702 0.310962
v 0.394181 0.197511
v 0.547159 0.656156
v 0.553562 0.670904
v 0.817124 0.620559
v 0.151549 0.963897
v 0.787369 0.248363
v 0.258981 0.823873
v 0.912971 0.226405
v 0.159485 0.861120
v 0.031368 0.666278
v 0.164495 0.681129
v 0.038813 0.483699
v 0.764071 0.431125
v 0.227704 0.640799
v 0.607284 0.190804
v 0.153916 0.468577
v 0.198519 0.895383
v 0.150126 0.855834
v 0.229011 0.653778
v 0.700408 0.303815
v 0.004666 0.643993
v 0.042634 0.630421
v 0.218928 0.832584
v 0.199770 0.856949
v 0.093222 0.797254
v 0.312684 0.197383
v 0.859973 0.581067
v 0.787644 0.593873
v 0.454152 0.513693
v 0.395040 0.440475
v 0.492002 0.328001
v 0.455121 0.673210
v 0.274135 0.284920
v 0.386362 0.617661
v 0.566446 0.347116
v 0.841845 0.575433
v 0.894224 0.506771
v 0.114949 0.388478
v 0.386724 0.854751
v 0.900289 0.469466
v 0.214139 0.184244
v 0.204001 0.364430
v 0.414051 0.675010
v 0.719548 0.389481
v 0.294845 0.712467
v 0.598643 0.407681
v 0.349817 0.688613
v 0.852221 0.367932
v 0.457660 0.972864
v 0.040800 0.490269
v 0.951668 0.296934
v 0.222019 0.726280
v 0.507555 0.266087
v 0.776772 0.468378
v 0.472991 0.513871
v 0.562068 0.535956
v 0.313457 0.520379
v 0.561228 0.687974
v 0.266101 0.393208
v 0.304357 0.791957
v 0.202444 0.806736
v 0.510995 0.207873
v 0.077172 0.602436
v 0.174105 0.558594
v 0.669419 0.353827
v 0.389367 0.676860
v 0.812464 0.503131
v 0.266058 0.207966
v 0.322472 0.184909
v 0.588132 0.661635
v 0.722804 0.676093
v 0.231501 0.246737
v 0.524450 0.957705
v 0.888330 0.529285
v 0.006463 0.665705
v 0.065858 0.584318
v 0.670996 0.676773
v 0.309139 0.416054
v 0.394629 0.197066
v 0.352264 0.466414
v 0.764022 0.642445
v 0.185788 0.386434
v 0.129141 0.765460
v 0.794593 0.250535
v 0.743968 0.184219
v 0.919950 0.231236
v 0.146165 0.847777
v 0.977235 0.374947
v 0.478235 0.999453
v 0.050035 0.475192
v 0.597944 0.224958
v 0.242888 0.632440
v 0.606922 0.191832
v 0.844041 0.568301
v 0.151696 0.914068
v 0.151261 0.855492
v 0.774374 0.353363
v 0.704688 0.309116
v 0.005034 0.636580
v 0.045050 0.657111
v 0.219027 0.833540
v 0.846873 0.198871
v 0.090817 0.797023
v 0.334173 0.192532
v 0.138671 0.433349
v 0.784088 0.590116
v 0.541247 0.535394
v 0.448718 0.395411
v 0.496804 0.328006
v 0.697231 0.483315
v 0.282714 0.277170
v 0.398345 0.641105
v 0.354392 0.573649
v 0.839545 0.582912
v 0.101605 0.496920
v 0.108510 0.385636
v 0.174614 0.612236
v 0.903006 0.469635
v 0.147674 0.205276
v 0.214906 0.374394
v 0.412910 0.669580
v 0.623131 0.304980
v 0.764647 0.317245
v 0.585733 0.392768
v 0.354202 0.687309
v 0.148464 0.637849
v 0.455176 0.988170
v 0.050772 0.502568
v 0.961793 0.286735
v 0.228183 0.725278
v 0.520360 0.274093
v 0.238485 0.544417
v 0.492812 0.536713
v 0.480762 0.450869
v 0.508604 0.315128
v 0.334964 0.483761
v 0.748549 0.623928
v 0.308790 0.786804
v 0.207669 0.815892
v 0.527143 0.233097
v 0.427101 0.925606
v 0.397885 0.839485
v 0.353571 0.672740
v 0.339410 0.623432
v 0.505696 0.206544
v 0.263795 0.230853
v 0.327954 0.185354
v 0.586850 0.659259
v 0.733426 0.683056
v 0.218290 0.240229
v 0.043431 0.479891
v 0.532288 0.891794
v 0.004391 0.665419
v 0.420582 0.941460
v 0.675288 0.690443
v 0.695066 0.574165
v 0.796500 0.597242
v 0.454023 0.364528
v 0.764574 0.642291
v 0.790337 0.629622
v 0.145024 0.757735
v 0.797414 0.247217
v 0.746127 0.194781
v 0.217346 0.918132
v 0.168506 0.859602
v 0.015012 0.643978
v 0.476689 0.991104
v 0.533072 0.957640
v 0.224877 0.610579
v 0.629962 0.249656
v 0.198936 0.610406
v 0.174767 0.446589
v 0.155400 0.915284
v 0.160601 0.856520
v 0.669260 0.261429
v 0.706810 0.326308
v 0.004231 0.636606
v 0.974709 0.354620
v 0.795483 0.186596
v 0.190105 0.865297
v 0.103046 0.823750
v 0.211931 0.343741
v 0.139143 0.431785
v 0.412720 0.205246
v 0.536948 0.547571
v 0.553598 0.612058
v 0.521556 0.684825
v 0.532981 0.321314
v 0.286026 0.276265
v 0.373545 0.617665
v 0.648373 0.434392
v 0.839895 0.589993
v 0.521034 0.894831
v 0.127479 0.358808
v 0.178048 0.624792
v 0.128429 0.555020
v 0.253523 0.193855
v 0.800388 0.637752
v 0.302773 0.573895
v 0.286277 0.674212
v 0.244324 0.695581
v 0.622437 0.419699
v 0.354000 0.689002
v 0.827188 0.447893
v 0.454145 0.980931
v 0.054556 0.517271
v 0.035900 0.723652
v 0.736756 0.233731
v 0.757252 0.491541
v 0.546319 0.241834
v 0.490942 0.528130
v 0.452956 0.485392
v 0.703247 0.498202
v 0.498178 0.661626
v 0.382381 0.259599
v 0.726932 0.255044
v 0.205204 0.817570
v 0.740012 0.471103
v 0.421876 0.933893
v 0.822392 0.411448
v 0.354785 0.673307
v 0.674056 0.418687
v 0.502802 0.206186
v 0.286253 0.268714
v 0.312512 0.183146
v 0.593345 0.664273
v 0.283713 0.336528
v 0.208356 0.183462
v 0.430897 0.972670
v 0.123333 0.490289
v 0.992451 0.348532
v 0.030252 0.601583
v 0.696428 0.681343
v 0.701334 0.587437
v 0.417148 0.205281
v 0.473513 0.366005
v 0.772429 0.632747
v 0.385558 0.219095
v 0.150863 0.756565
v 0.772429 0.233517
v 0.842833 0.251460
v 0.909942 0.238332
v 0.148759 0.840483
v 0.016552 0.636126
v 0.033416 0.505518
v 0.535090 0.949746
v 0.783315 0.422797
v 0.222534 0.671517
v 0.405373 0.822927
v 0.442720 0.186903
v 0.114913 0.867362
v 0.160245 0.855323
v 0.264524 0.672259
v 0.286241 0.734613
v 0.984490 0.348021
v 0.977511 0.365361
v 0.823312 0.204096
v 0.188511 0.878344
v 0.189934 0.902356
v 0.329763 0.183718
v 0.115085 0.418856
v 0.412187 0.207091
v 0.554304 0.537275
v 0.605002 0.597323
v 0.739945 0.508218
v 0.713562 0.476445
v 0.279390 0.269353
v 0.373171 0.617466
v 0.654260 0.446313
v 0.842783 0.589988
v 0.545663 0.893343
v 0.141161 0.359303
v 0.401822 0.861750
v 0.451711 0.878594
v 0.240393 0.203999
v 0.363401 0.182701
v 0.427591 0.652597
v 0.301731 0.666354
v 0.662827 0.253567
v 0.590487 0.397143
v 0.354760 0.689053
v 0.566692 0.181376
v 0.516331 0.989709
v 0.490825 0.957497
v 0.049778 0.723330
v 0.221314 0.740410
v 0.242349 0.519971
v 0.261630 0.558271
v 0.495676 0.537342
v 0.522157 0.556963
v 0.688590 0.494849
v 0.513473 0.360049
v 0.269124 0.387952
v 0.276686 0.757802
v 0.202848 0.825789
v 0.750260 0.485841
v 0.094632 0.645195
v 0.606640 0.188079
v 0.659233 0.338108
v 0.224037 0.503826
v 0.519808 0.205506
v 0.276403 0.292389
v 0.176448 0.336840
v 0.634642 0.590529
v 0.710674 0.677341
v 0.207853 0.180937
v 0.431320 0.972966
v 0.165790 0.471705
v 0.992297 0.341145
v 0.424874 0.966029
v 0.328335 0.316744
v 0.710834 0.646549
v 0.415835 0.205394
v 0.531424 0.647163
v 0.225031 0.353470
v 0.398554 0.219233
v 0.873624 0.223650
v 0.776833 0.233578
v 0.270620 0.846387
v 0.918926 0.250325
v 0.154989 0.858759
v 0.040137 0.644914
v 0.033998 0.505314
v 0.516545 0.957547
v 0.585440 0.230015
v 0.240840 0.665342
v 0.596607 0.206079
v 0.440918 0.188181
v 0.120757 0.863201
v 0.138855 0.848212
v 0.753430 0.338900
v 0.288461 0.734572
v 0.022874 0.672264
v 0.983595 0.362897
v 0.822742 0.198646
v 0.129631 0.818530
v 0.190669 0.905035
v 0.329414 0.180886
v 0.841998 0.601823
v 0.415357 0.205788
v 0.553832 0.537280
v 0.397873 0.410037
v 0.255632 0.497088
v 0.630668 0.641284
v 0.282971 0.261946
v 0.412039 0.603218
v 0.413419 0.662602
v 0.163661 0.416028
v 0.550042 0.901354
v 0.147189 0.366731
v 0.152426 0.616628
v 0.442132 0.925857
v 0.205124 0.244237
v 0.355392 0.231594
v 0.566380 0.361890
v 0.304473 0.664279
v 0.675325 0.253249
v 0.699777 0.387880
v 0.357667 0.687779
v 0.187076 0.551406
v 0.072616 0.502962
v 0.054678 0.473275
v 0.007825 0.680454
v 0.216064 0.748063
v 0.764476 0.497620
v 0.789754 0.452591
v 0.506163 0.504517
v 0.530282 0.549232
v 0.708987 0.501781
v 0.650249 0.495482
v 0.398327 0.294377
v 0.282333 0.759254
v 0.229899 0.787019
v 0.526781 0.274087
v 0.094657 0.655010
v 0.604083 0.186500
v 0.372226 0.669836
v 0.232059 0.507211
v 0.206289 0.521780
v 0.272669 0.302854
v 0.333026 0.186310
v 0.406103 0.371761
v 0.720737 0.679242
v 0.191754 0.212919
v 0.429235 0.964843
v 0.843875 0.540000
v 0.998987 0.349058
v 0.061265 0.605728
v 0.346714 0.317506
v 0.450913 0.254272
v 0.418337 0.205639
v 0.553580 0.567504
v 0.377905 0.240213
v 0.801007 0.641581
v 0.127614 0.803587
v 0.273705 0.789155
v 0.842955 0.274916
v 0.923004 0.245924
v 0.154855 0.834859
v 0.039942 0.652153
v 0.033355 0.505457
v 0.057193 0.496521
v 0.794679 0.447679
v 0.656265 0.245857
v 0.597907 0.217377
v 0.444279 0.186795
v 0.108326 0.848693
v 0.202364 0.955968
v 0.273086 0.665081
v 0.294691 0.734694
v 0.991426 0.340976
v 0.439808 0.941525
v 0.207577 0.824215
v 0.197698 0.875961
v 0.094571 0.832022
v 0.331751 0.180999
v 0.430149 0.180058
v 0.415051 0.197261
v 0.560143 0.542715
v 0.598606 0.626934
v 0.264206 0.506924
v 0.628466 0.655358
v 0.266830 0.284582
v 0.603236 0.419919
v 0.421906 0.666640
v 0.815696 0.600059
v 0.110847 0.449662
v 0.151071 0.363980
v 0.901093 0.415374
v 0.077074 0.553895
v 0.302375 0.193866
v 0.370147 0.220291
v 0.564957 0.374527
v 0.668205 0.311831
v 0.681373 0.265002
v 0.630802 0.308610
v 0.363861 0.678215
v 0.199918 0.551569
v 0.074382 0.503525
v 0.062491 0.458583
v 0.126712 0.655619
v 0.260924 0.773215
v 0.697532 0.505268
v 0.223142 0.557704
v 0.508561 0.523984
v 0.468037 0.464416
v 0.714961 0.500340
v 0.656412 0.509721
v 0.711103 0.613463
v 0.263268 0.725472
v 0.788835 0.231865
v 0.533201 0.274061
v 0.109817 0.645557
v 0.611522 0.185656
v 0.667727 0.373193
v 0.775030 0.525364
v 0.490911 0.207117
v 0.278109 0.305911
v 0.337742 0.184772
v 0.367063 0.431345
v 0.328469 0.293907
v 0.167108 0.226379
v 0.439004 0.979152
v 0.847284 0.511744
v 0.005126 0.687565
v 0.087935 0.598852
v 0.320889 0.349084
v 0.251456 0.454596
v 0.419318 0.212531
v 0.456065 0.457074
v 0.756662 0.665567
v 0.193441 0.415323
v 0.141780 0.802887
v 0.277612 0.787156
v 0.264623 0.842036
v 0.097404 0.776237
v 0.153689 0.834071
v 0.965620 0.368255
v 0.038696 0.516249
v 0.055966 0.496690
v 0.786890 0.455153
v 0.241712 0.679155
v 0.604352 0.217275
v 0.454495 0.187685
v 0.109026 0.848728
v 0.061995 0.823357
v 0.674841 0.280969
v 0.277514 0.727491
v 0.038721 0.694155
v 0.057695 0.569999
v 0.221994 0.835503
v 0.130416 0.810924
v 0.171253 0.915877
v 0.183960 0.334856
v 0.847781 0.588056
v 0.798984 0.590044
v 0.445450 0.463833
v 0.605009 0.626913
v 0.739890 0.523038
v 0.379891 0.355085
v 0.713642 0.690673
v 0.585710 0.400278
v 0.342869 0.590663
v 0.826176 0.596910
v 0.131490 0.461262
v 0.145092 0.339851
v 0.902276 0.417041
v 0.089475 0.577575
v 0.303442 0.192746
v 0.221032 0.373786
v 0.579239 0.369435
v 0.700150 0.349682
v 0.684378 0.224396
v 0.706234 0.395114
v 0.366682 0.687207
v 0.806037 0.455009
v 0.074370 0.510139
v 0.534189 0.972670
v 0.888453 0.363341
v 0.263348 0.775547
v 0.307073 0.512665
v 0.559283 0.225357
v 0.499601 0.493827
v 0.487170 0.458368
v 0.720591 0.500963
v 0.519974 0.352315
v 0.714354 0.618652
v 0.719916 0.271756
v 0.194251 0.778752
v 0.733506 0.478444
v 0.920073 0.370448
v 0.610516 0.186310
v 0.669444 0.376389
v 0.469993 0.254395
v 0.493603 0.207776
v 0.265561 0.282992
v 0.338441 0.185047
v 0.634690 0.582826
v 0.686395 0.662265
v 0.161092 0.196565
v 0.053108 0.569733
v 0.850713 0.511970
v 0.010499 0.687304
v 0.080233 0.590759
v 0.341306 0.324688
v 0.270633 0.446953
v 0.230071 0.442520
v 0.454759 0.442310
v 0.342341 0.252294
v 0.416430 0.203037
v 0.207197 0.881058
v 0.787866 0.279200
v 0.240436 0.832252
v 0.128442 0.796471
v 0.156161 0.832656
v 0.940053 0.348701
v 0.056567 0.503877
v 0.877598 0.503397
v 0.786307 0.455720
v 0.674927 0.247094
v 0.615024 0.207485
v 0.831211 0.570382
v 0.190737 0.912724
v 0.211931 0.942032
v 0.738872 0.348690
v 0.731402 0.309832
v 0.030521 0.717252
v 0.056076 0.569600
v 0.224043 0.838038
v 0.206388 0.866054
v 0.163527 0.896988
v 0.181967 0.335542
v 0.850241 0.587432
v 0.368209 0.190257
v 0.551226 0.554237
v 0.611429 0.626898
v 0.745139 0.526943
v 0.643160 0.646243
v 0.711011 0.691348
v 0.409942 0.589226
v 0.592136 0.362145
v 0.179128 0.402369
v 0.133752 0.463163
v 0.087598 0.386418
v 0.905208 0.417219
v 0.078221 0.539510
v 0.306926 0.213037
v 0.370742 0.243956
v 0.553598 0.361732
v 0.299554 0.679120
v 0.202904 0.680301
v 0.279525 0.630932
v 0.329193 0.650578
v 0.848634 0.440250
v 0.066128 0.517752
v 0.064846 0.474267
v 0.369068 0.893522
v 0.273411 0.796890
v 0.513719 0.313692
v 0.562013 0.206375
v 0.461253 0.537024
v 0.514976 0.552193
v 0.519888 0.327945
v 0.479571 0.665256
v 0.328537 0.423410
v 0.750996 0.188723
v 0.765450 0.205854
v 0.828433 0.451410
v 0.440243 0.885874
v 0.609829 0.186331
v 0.642191 0.350817
v 0.754259 0.562882
v 0.492321 0.206641
v 0.273116 0.269977
v 0.326317 0.181361
v 0.662901 0.634321
v 0.354233 0.317142
v 0.221351 0.179035
v 0.054543 0.569687
v 0.829408 0.519132
v 0.011964 0.687253
v 0.253725 0.256414
v 0.320712 0.372840
v 0.728876 0.565847
v 0.784119 0.568680
v 0.572862 0.552377
v 0.762163 0.669110
v 0.407439 0.196918
v 0.204677 0.891349
v 0.795095 0.280800
v 0.240209 0.833116
v 0.135015 0.796732
v 0.175552 0.867526
v 0.062651 0.666697
v 0.058021 0.510201
v 0.500527 0.863753
v 0.203805 0.549713
v 0.779678 0.360606
v 0.210735 0.618304
v 0.435355 0.181658
v 0.196091 0.925055
v 0.202328 0.943626
v 0.680447 0.183555
v 0.285787 0.700228
v 0.029963 0.717360
v 0.064589 0.553384
v 0.228127 0.834409
v 0.206872 0.865921
v 0.167623 0.900745
v 0.186481 0.336078
v 0.852534 0.585985
v 0.166966 0.368367
v 0.460119 0.485944
v 0.593860 0.622103
v 0.739626 0.540256
v 0.360672 0.385519
v 0.725484 0.680689
v 0.590352 0.412593
v 0.413008 0.638298
v 0.408218 0.184173
v 0.869283 0.543579
v 0.088297 0.386193
v 0.102494 0.601475
v 0.484803 0.933724
v 0.298408 0.183310
v 0.371643 0.246221
v 0.605015 0.347351
v 0.706572 0.357207
v 0.208147 0.702794
v 0.617875 0.286260
v 0.360507 0.686252
v 0.450577 0.847742
v 0.478382 0.941653
v 0.087151 0.480090
v 0.628086 0.185676
v 0.210889 0.740405
v 0.703547 0.509398
v 0.562013 0.206749
v 0.534287 0.466430
v 0.544921 0.522752
v 0.686352 0.493152
v 0.521402 0.368521
v 0.593510 0.697677
v 0.251217 0.829051
v 0.239234 0.813336
v 0.190908 0.557019
v 0.884399 0.453383
v 0.608020 0.185610
v 0.656510 0.369058
v 0.779838 0.561487
v 0.490561 0.207198
v 0.271019 0.261071
v 0.329132 0.180549
v 0.642731 0.674232
v 0.353160 0.317465
v 0.222228 0.179889
v 0.441261 0.949736
v 0.858096 0.519980
v 0.984423 0.332960
v 0.261312 0.260964
v 0.372472 0.325225
v 0.275245 0.450787
v 0.236517 0.458041
v 0.429627 0.456860
v 0.250935 0.329898
v 0.429419 0.195548
v 0.207294 0.891186
v 0.799959 0.279312
v 0.761108 0.184071
v 0.134905 0.796461
v 0.140934 0.833228
v 0.920103 0.349288
v 0.056444 0.511162
v 0.149544 0.526427
v 0.801701 0.467708
v 0.235843 0.653635
v 0.789969 0.392364
v 0.455752 0.186883
v 0.206547 0.916358
v 0.202585 0.944854
v 0.687008 0.193186
v 0.751873 0.310271
v 0.027915 0.716403
v 0.068495 0.553558
v 0.231114 0.834287
v 0.865763 0.207878
v 0.174589 0.925198
v 0.186291 0.335945
v 0.854601 0.584768
v 0.173289 0.377835
v 0.550870 0.526611
v 0.616109 0.625119
v 0.746317 0.534198
v 0.662870 0.641397
v 0.727643 0.680515
v 0.596895 0.397251
v 0.425709 0.662127
v 0.816388 0.626960
v 0.867847 0.543308
v 0.088144 0.393100
v 0.427125 0.909702
v 0.090161 0.545997
v 0.279825 0.230336
v 0.791717 0.648804
v 0.354319 0.610733
v 0.712918 0.357080
v 0.213710 0.702672
v 0.745152 0.386551
v 0.334063 0.673230
v 0.868767 0.444831
v 0.078650 0.518156
v 0.087930 0.489348
v 0.642075 0.187767
v 0.286198 0.820969
v 0.501852 0.307347
v 0.203756 0.572468
v 0.506445 0.466005
v 0.559903 0.548558
v 0.281248 0.520374
v 0.360604 0.529024
v 0.333364 0.411811
v 0.258698 0.831065
v 0.195771 0.769258
v 0.560504 0.192317
v 0.901933 0.447024
v 0.410089 0.825274
v 0.680642 0.373075
v 0.257822 0.462141
v 0.493958 0.205409
v 0.317884 0.179869
v 0.306987 0.180001
v 0.647348 0.679155
v 0.354233 0.324924
v 0.223712 0.179260
v 0.050906 0.584753
v 0.881934 0.536534
v 0.016472 0.687131
v 0.262225 0.260718
v 0.327121 0.372870
v 0.727017 0.559657
v 0.629895 0.619920
v 0.430676 0.455709
v 0.251180 0.321938
v 0.193411 0.438849
v 0.204333 0.891257
v 0.736719 0.226359
v 0.241773 0.824461
v 0.139928 0.797213
v 0.139449 0.833269
v 0.919969 0.349058
v 0.043964 0.502174
v 0.854270 0.481971
v 0.538862 0.207357
v 0.655689 0.240618
v 0.586164 0.207046
v 0.456943 0.187235
v 0.212722 0.910439
v 0.161907 0.952149
v 0.841851 0.322351
v 0.269510 0.701460
v 0.030294 0.717211
v 0.447847 0.984167
v 0.848652 0.255386
v 0.867142 0.209995
v 0.185653 0.921941
v 0.317872 0.227397
v 0.856465 0.581057
v 0.386902 0.184311
v 0.504317 0.473929
v 0.622811 0.619659
v 0.255731 0.473832
v 0.347775 0.370351
v 0.729532 0.677289
v 0.603365 0.397195
v 0.667635 0.426412
v 0.818455 0.623933
v 0.534796 0.910586
v 0.087598 0.400636
v 0.098122 0.582105
v 0.095221 0.568900
v 0.309214 0.220454
v 0.795133 0.643861
v 0.405471 0.665761
v 0.278918 0.634163
v 0.309845 0.807079
v 0.264371 0.617951
v 0.338202 0.681119
v 0.448117 0.875695
v 0.084888 0.531580
v 0.087132 0.494869
v 0.829598 0.382717
v 0.819302 0.294587
v 0.520176 0.313604
v 0.548582 0.206258
v 0.453520 0.521193
v 0.455096 0.465173
v 0.508628 0.284383
v 0.661632 0.491807
v 0.339699 0.427429
v 0.254994 0.829936
v 0.796016 0.214816
v 0.439531 0.835227
v 0.904232 0.439718
v 0.614422 0.186673
v 0.369399 0.683480
v 0.462492 0.264584
v 0.493787 0.205798
v 0.179496 0.328466
v 0.309017 0.179812
v 0.653898 0.676333
v 0.346647 0.333307
v 0.226086 0.179490
v 0.420342 0.956954
v 0.880713 0.536616
v 0.017036 0.687770
v 0.262851 0.263397
v 0.637168 0.697355
v 0.270627 0.462258
v 0.379966 0.393049
v 0.455121 0.434897
v 0.257380 0.336789
v 0.199929 0.439090
v 0.207246 0.891232
v 0.266977 0.804932
v 0.245771 0.838422
v 0.208190 0.874484
v 0.137965 0.834818
v 0.081429 0.678465
v 0.047565 0.495094
v 0.506844 0.868237
v 0.537354 0.205593
v 0.790300 0.382191
v 0.584471 0.196677
v 0.461394 0.186683
v 0.211679 0.933321
